rank,company,contact_type,recommended_titles,linkedin_search_url,linkedin_jobs_url,towns_cities,routes,score,connection_note
68,Independent Technology Systems Limited,Hiring Manager,Engineering Manager | Head of Engineering | Head of AI | CTO,https://www.linkedin.com/search/results/people/?keywords=Independent+Technology+Systems+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,https://www.linkedin.com/jobs/search/?keywords=Independent+Technology+Systems+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,Bristol,"Skilled Worker, l Business Mobility: Senior or Specialist Worker",89,"Hi, I noticed Independent Technology Systems Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Independent Technology Systems Limited."
69,Absolute Retail Consulting Limited T/A AbsoluteLabs,Recruiter,Technical Recruiter | Engineering Recruiter | Talent Acquisition | Internal Recruiter,https://www.linkedin.com/search/results/people/?keywords=Absolute+Retail+Consulting+Limited+T%2FA+AbsoluteLabs+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/jobs/search/?keywords=Absolute+Retail+Consulting+Limited+T%2FA+AbsoluteLabs+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,London,Skilled Worker,88,"Hi, I noticed Absolute Retail Consulting Limited T/A AbsoluteLabs is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Absolute Retail Consulting"
70,Absolute Retail Consulting Limited T/A AbsoluteLabs,Hiring Manager,Engineering Manager | Head of Engineering | Head of AI | CTO,https://www.linkedin.com/search/results/people/?keywords=Absolute+Retail+Consulting+Limited+T%2FA+AbsoluteLabs+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,https://www.linkedin.com/jobs/search/?keywords=Absolute+Retail+Consulting+Limited+T%2FA+AbsoluteLabs+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,London,Skilled Worker,88,"Hi, I noticed Absolute Retail Consulting Limited T/A AbsoluteLabs is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Absolute Retail Consulting"
71,Airex Technologies Ltd,Recruiter,Technical Recruiter | Engineering Recruiter | Talent Acquisition | Internal Recruiter,https://www.linkedin.com/search/results/people/?keywords=Airex+Technologies+Ltd+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/jobs/search/?keywords=Airex+Technologies+Ltd+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,London,Skilled Worker,88,"Hi, I noticed Airex Technologies Ltd is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Airex Technologies Ltd."
72,Airex Technologies Ltd,Hiring Manager,Engineering Manager | Head of Engineering | Head of AI | CTO,https://www.linkedin.com/search/results/people/?keywords=Airex+Technologies+Ltd+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,https://www.linkedin.com/jobs/search/?keywords=Airex+Technologies+Ltd+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,London,Skilled Worker,88,"Hi, I noticed Airex Technologies Ltd is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Airex Technologies Ltd."
73,ATLANTIS TECHNOLOGY SOLUTIONS LIMITED,Recruiter,Technical Recruiter | Engineering Recruiter | Talent Acquisition | Internal Recruiter,https://www.linkedin.com/search/results/people/?keywords=ATLANTIS+TECHNOLOGY+SOLUTIONS+LIMITED+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/jobs/search/?keywords=ATLANTIS+TECHNOLOGY+SOLUTIONS+LIMITED+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,LONDON,Skilled Worker,88,"Hi, I noticed ATLANTIS TECHNOLOGY SOLUTIONS LIMITED is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at ATLANTIS TECHNOLOGY SOLUTIONS LIMITED."
74,ATLANTIS TECHNOLOGY SOLUTIONS LIMITED,Hiring Manager,Engineering Manager | Head of Engineering | Head of AI | CTO,https://www.linkedin.com/search/results/people/?keywords=ATLANTIS+TECHNOLOGY+SOLUTIONS+LIMITED+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,https://www.linkedin.com/jobs/search/?keywords=ATLANTIS+TECHNOLOGY+SOLUTIONS+LIMITED+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,LONDON,Skilled Worker,88,"Hi, I noticed ATLANTIS TECHNOLOGY SOLUTIONS LIMITED is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at ATLANTIS TECHNOLOGY SOLUTIONS LIMITED."
75,CLOUDBRAIN SOLUTIONS LIMITED,Recruiter,Technical Recruiter | Engineering Recruiter | Talent Acquisition | Internal Recruiter,https://www.linkedin.com/search/results/people/?keywords=CLOUDBRAIN+SOLUTIONS+LIMITED+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/jobs/search/?keywords=CLOUDBRAIN+SOLUTIONS+LIMITED+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,Ilkeston,Skilled Worker,88,"Hi, I noticed CLOUDBRAIN SOLUTIONS LIMITED is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at CLOUDBRAIN SOLUTIONS LIMITED."
76,CLOUDBRAIN SOLUTIONS LIMITED,Hiring Manager,Engineering Manager | Head of Engineering | Head of AI | CTO,https://www.linkedin.com/search/results/people/?keywords=CLOUDBRAIN+SOLUTIONS+LIMITED+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,https://www.linkedin.com/jobs/search/?keywords=CLOUDBRAIN+SOLUTIONS+LIMITED+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,Ilkeston,Skilled Worker,88,"Hi, I noticed CLOUDBRAIN SOLUTIONS LIMITED is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at CLOUDBRAIN SOLUTIONS LIMITED."
77,CloudPay Technology Limited Andover,Recruiter,Technical Recruiter | Engineering Recruiter | Talent Acquisition | Internal Recruiter,https://www.linkedin.com/search/results/people/?keywords=CloudPay+Technology+Limited+Andover+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/jobs/search/?keywords=CloudPay+Technology+Limited+Andover+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,,"Skilled Worker, enior or Specialist Worker",88,"Hi, I noticed CloudPay Technology Limited Andover is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at CloudPay Technology Limited Andover."
78,CloudPay Technology Limited Andover,Hiring Manager,Engineering Manager | Head of Engineering | Head of AI | CTO,https://www.linkedin.com/search/results/people/?keywords=CloudPay+Technology+Limited+Andover+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,https://www.linkedin.com/jobs/search/?keywords=CloudPay+Technology+Limited+Andover+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,,"Skilled Worker, enior or Specialist Worker",88,"Hi, I noticed CloudPay Technology Limited Andover is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at CloudPay Technology Limited Andover."
79,Germains Seed Technology (a division of ABF Grain Products Limited),Recruiter,Technical Recruiter | Engineering Recruiter | Talent Acquisition | Internal Recruiter,https://www.linkedin.com/search/results/people/?keywords=Germains+Seed+Technology+%28a+division+of+ABF+Grain+Products+Limited%29+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/jobs/search/?keywords=Germains+Seed+Technology+%28a+division+of+ABF+Grain+Products+Limited%29+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,,,88,"Hi, I noticed Germains Seed Technology (a division of ABF Grain Products Limited) is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Germains S"
80,Germains Seed Technology (a division of ABF Grain Products Limited),Hiring Manager,Engineering Manager | Head of Engineering | Head of AI | CTO,https://www.linkedin.com/search/results/people/?keywords=Germains+Seed+Technology+%28a+division+of+ABF+Grain+Products+Limited%29+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,https://www.linkedin.com/jobs/search/?keywords=Germains+Seed+Technology+%28a+division+of+ABF+Grain+Products+Limited%29+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,,,88,"Hi, I noticed Germains Seed Technology (a division of ABF Grain Products Limited) is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Germains S"
81,Hoist Global Tech Solutions UK & Europe Ltd Staines,Recruiter,Technical Recruiter | Engineering Recruiter | Talent Acquisition | Internal Recruiter,https://www.linkedin.com/search/results/people/?keywords=Hoist+Global+Tech+Solutions+UK+%26+Europe+Ltd+Staines+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/jobs/search/?keywords=Hoist+Global+Tech+Solutions+UK+%26+Europe+Ltd+Staines+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,,Skilled Worker,88,"Hi, I noticed Hoist Global Tech Solutions UK & Europe Ltd Staines is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Hoist Global Tech Solution"
82,Hoist Global Tech Solutions UK & Europe Ltd Staines,Hiring Manager,Engineering Manager | Head of Engineering | Head of AI | CTO,https://www.linkedin.com/search/results/people/?keywords=Hoist+Global+Tech+Solutions+UK+%26+Europe+Ltd+Staines+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,https://www.linkedin.com/jobs/search/?keywords=Hoist+Global+Tech+Solutions+UK+%26+Europe+Ltd+Staines+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,,Skilled Worker,88,"Hi, I noticed Hoist Global Tech Solutions UK & Europe Ltd Staines is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Hoist Global Tech Solution"
83,In uential Software Services Ltd Maid,Recruiter,Technical Recruiter | Engineering Recruiter | Talent Acquisition | Internal Recruiter,https://www.linkedin.com/search/results/people/?keywords=In+uential+Software+Services+Ltd+Maid+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/jobs/search/?keywords=In+uential+Software+Services+Ltd+Maid+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,stone Kent,Skilled Worker,88,"Hi, I noticed In uential Software Services Ltd Maid is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at In uential Software Services Ltd Maid."
84,In uential Software Services Ltd Maid,Hiring Manager,Engineering Manager | Head of Engineering | Head of AI | CTO,https://www.linkedin.com/search/results/people/?keywords=In+uential+Software+Services+Ltd+Maid+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,https://www.linkedin.com/jobs/search/?keywords=In+uential+Software+Services+Ltd+Maid+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,stone Kent,Skilled Worker,88,"Hi, I noticed In uential Software Services Ltd Maid is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at In uential Software Services Ltd Maid."
85,Progressive Technology Solutions Limited,Recruiter,Technical Recruiter | Engineering Recruiter | Talent Acquisition | Internal Recruiter,https://www.linkedin.com/search/results/people/?keywords=Progressive+Technology+Solutions+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/jobs/search/?keywords=Progressive+Technology+Solutions+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,London,Skilled Worker,88,"Hi, I noticed Progressive Technology Solutions Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Progressive Technology Solutions Limi"
86,Progressive Technology Solutions Limited,Hiring Manager,Engineering Manager | Head of Engineering | Head of AI | CTO,https://www.linkedin.com/search/results/people/?keywords=Progressive+Technology+Solutions+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,https://www.linkedin.com/jobs/search/?keywords=Progressive+Technology+Solutions+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,London,Skilled Worker,88,"Hi, I noticed Progressive Technology Solutions Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Progressive Technology Solutions Limi"
87,Regal Technical and Training Solutions ltd Slough,Recruiter,Technical Recruiter | Engineering Recruiter | Talent Acquisition | Internal Recruiter,https://www.linkedin.com/search/results/people/?keywords=Regal+Technical+and+Training+Solutions+ltd+Slough+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/jobs/search/?keywords=Regal+Technical+and+Training+Solutions+ltd+Slough+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,Berk,Skilled Worker,88,"Hi, I noticed Regal Technical and Training Solutions ltd Slough is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Regal Technical and Training"
88,Regal Technical and Training Solutions ltd Slough,Hiring Manager,Engineering Manager | Head of Engineering | Head of AI | CTO,https://www.linkedin.com/search/results/people/?keywords=Regal+Technical+and+Training+Solutions+ltd+Slough+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,https://www.linkedin.com/jobs/search/?keywords=Regal+Technical+and+Training+Solutions+ltd+Slough+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,Berk,Skilled Worker,88,"Hi, I noticed Regal Technical and Training Solutions ltd Slough is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Regal Technical and Training"
89,SAIC Motor UK Technical Centre Limited,Recruiter,Technical Recruiter | Engineering Recruiter | Talent Acquisition | Internal Recruiter,https://www.linkedin.com/search/results/people/?keywords=SAIC+Motor+UK+Technical+Centre+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/jobs/search/?keywords=SAIC+Motor+UK+Technical+Centre+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,London,"Skilled Worker, lobal Business Mobility: Senior or Specialist Worker",88,"Hi, I noticed SAIC Motor UK Technical Centre Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at SAIC Motor UK Technical Centre Limited."
90,SAIC Motor UK Technical Centre Limited,Hiring Manager,Engineering Manager | Head of Engineering | Head of AI | CTO,https://www.linkedin.com/search/results/people/?keywords=SAIC+Motor+UK+Technical+Centre+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,https://www.linkedin.com/jobs/search/?keywords=SAIC+Motor+UK+Technical+Centre+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,London,"Skilled Worker, lobal Business Mobility: Senior or Specialist Worker",88,"Hi, I noticed SAIC Motor UK Technical Centre Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at SAIC Motor UK Technical Centre Limited."
91,SailPoint Technologies UK Ltd,Recruiter,Technical Recruiter | Engineering Recruiter | Talent Acquisition | Internal Recruiter,https://www.linkedin.com/search/results/people/?keywords=SailPoint+Technologies+UK+Ltd+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/jobs/search/?keywords=SailPoint+Technologies+UK+Ltd+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,London,"Skilled Worker, lobal Business Mobility: Senior or Specialist Worker",88,"Hi, I noticed SailPoint Technologies UK Ltd is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at SailPoint Technologies UK Ltd."
92,SailPoint Technologies UK Ltd,Hiring Manager,Engineering Manager | Head of Engineering | Head of AI | CTO,https://www.linkedin.com/search/results/people/?keywords=SailPoint+Technologies+UK+Ltd+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,https://www.linkedin.com/jobs/search/?keywords=SailPoint+Technologies+UK+Ltd+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,London,"Skilled Worker, lobal Business Mobility: Senior or Specialist Worker",88,"Hi, I noticed SailPoint Technologies UK Ltd is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at SailPoint Technologies UK Ltd."
93,Sigtech Solutions Limited Mai,Recruiter,Technical Recruiter | Engineering Recruiter | Talent Acquisition | Internal Recruiter,https://www.linkedin.com/search/results/people/?keywords=Sigtech+Solutions+Limited+Mai+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/jobs/search/?keywords=Sigtech+Solutions+Limited+Mai+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,denhead,"Skilled Worker, al Business Mobility: Senior or Specialist Worker",88,"Hi, I noticed Sigtech Solutions Limited Mai is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Sigtech Solutions Limited Mai."
94,Sigtech Solutions Limited Mai,Hiring Manager,Engineering Manager | Head of Engineering | Head of AI | CTO,https://www.linkedin.com/search/results/people/?keywords=Sigtech+Solutions+Limited+Mai+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,https://www.linkedin.com/jobs/search/?keywords=Sigtech+Solutions+Limited+Mai+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,denhead,"Skilled Worker, al Business Mobility: Senior or Specialist Worker",88,"Hi, I noticed Sigtech Solutions Limited Mai is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Sigtech Solutions Limited Mai."
95,STRATESYS TECHNOLOGY SOLUTIONS LIMITED,Recruiter,Technical Recruiter | Engineering Recruiter | Talent Acquisition | Internal Recruiter,https://www.linkedin.com/search/results/people/?keywords=STRATESYS+TECHNOLOGY+SOLUTIONS+LIMITED+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/jobs/search/?keywords=STRATESYS+TECHNOLOGY+SOLUTIONS+LIMITED+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,London,Skilled Worker,88,"Hi, I noticed STRATESYS TECHNOLOGY SOLUTIONS LIMITED is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at STRATESYS TECHNOLOGY SOLUTIONS LIMITED."
96,STRATESYS TECHNOLOGY SOLUTIONS LIMITED,Hiring Manager,Engineering Manager | Head of Engineering | Head of AI | CTO,https://www.linkedin.com/search/results/people/?keywords=STRATESYS+TECHNOLOGY+SOLUTIONS+LIMITED+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,https://www.linkedin.com/jobs/search/?keywords=STRATESYS+TECHNOLOGY+SOLUTIONS+LIMITED+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,London,Skilled Worker,88,"Hi, I noticed STRATESYS TECHNOLOGY SOLUTIONS LIMITED is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at STRATESYS TECHNOLOGY SOLUTIONS LIMITED."
97,Tainotech Holding Limited,Recruiter,Technical Recruiter | Engineering Recruiter | Talent Acquisition | Internal Recruiter,https://www.linkedin.com/search/results/people/?keywords=Tainotech+Holding+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/jobs/search/?keywords=Tainotech+Holding+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,London,Skilled Worker,88,"Hi, I noticed Tainotech Holding Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Tainotech Holding Limited."
98,Tainotech Holding Limited,Hiring Manager,Engineering Manager | Head of Engineering | Head of AI | CTO,https://www.linkedin.com/search/results/people/?keywords=Tainotech+Holding+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,https://www.linkedin.com/jobs/search/?keywords=Tainotech+Holding+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,London,Skilled Worker,88,"Hi, I noticed Tainotech Holding Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Tainotech Holding Limited."
99,Marx Technology Consulting Ltd,Recruiter,Technical Recruiter | Engineering Recruiter | Talent Acquisition | Internal Recruiter,https://www.linkedin.com/search/results/people/?keywords=Marx+Technology+Consulting+Ltd+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/jobs/search/?keywords=Marx+Technology+Consulting+Ltd+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,London,Skilled Worker,86,"Hi, I noticed Marx Technology Consulting Ltd is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Marx Technology Consulting Ltd."
100,Marx Technology Consulting Ltd,Hiring Manager,Engineering Manager | Head of Engineering | Head of AI | CTO,https://www.linkedin.com/search/results/people/?keywords=Marx+Technology+Consulting+Ltd+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,https://www.linkedin.com/jobs/search/?keywords=Marx+Technology+Consulting+Ltd+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,London,Skilled Worker,86,"Hi, I noticed Marx Technology Consulting Ltd is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Marx Technology Consulting Ltd."
